Three NFTs with most LSU: 
-- NFT: #714# with LSU: 1000000 and XRD claim: 64522.435190263402191751
-- NFT: #352# with LSU: 653000 and XRD claim: 85421.826944644686809991
-- NFT: #573# with LSU: 311000 and XRD claim: 20261.293689665313671067
Day: 1, epoch 88523, LSU locked in contract: 12073158.00548, new validator rewards: 15070.592841806886406983, pool liqudity: 12404.338726956886755348
Day: 3, epoch 89099, LSU locked in contract: 11773319.22497, new validator rewards: 7578.287703885925479306, pool liqudity: -6613.284936353744401608
Day: 4, epoch 89387, LSU locked in contract: 11773319.22497, new validator rewards: 7615.111190700942564779, pool liqudity: 1001.826254347198163171
-- Withdrawing NFT: #806# with LSU: 1100 and XRD claim: 66.944554615556778093
-- Withdrawing NFT: #587# with LSU: 600 and XRD claim: 43.03533212574241258
-- Withdrawing NFT: #1214# with LSU: 50000 and XRD claim: 2386.87322696029342289
Day: 5, epoch 89675, LSU locked in contract: 11721619.22497, new validator rewards: 7645.79996241756541545, pool liqudity: 6150.773103063170949861
-- Withdrawing NFT: #76# with LSU: 8471 and XRD claim: 1331.542867253119189786
-- Withdrawing NFT: #506# with LSU: 1000 and XRD claim: 141.201355408567986935
-- Withdrawing NFT: #62# with LSU: 15000 and XRD claim: 2357.826123364053955574
-- Withdrawing NFT: #745# with LSU: 83999 and XRD claim: 5639.065785027377173646
Day: 6, epoch 89963, LSU locked in contract: 11613149.22497, new validator rewards: 7608.519021843378717242, pool liqudity: 4289.655993853431349622
-- Withdrawing NFT: #709# with LSU: 2000 and XRD claim: 137.997626401549174608
-- Withdrawing NFT: #331# with LSU: 1500 and XRD claim: 236.1457929177454087
-- Withdrawing NFT: #1077# with LSU: 2000 and XRD claim: 103.229783608639171081
-- Withdrawing NFT: #984# with LSU: 1000 and XRD claim: 56.179568827370356651
-- Withdrawing NFT: #386# with LSU: 30000 and XRD claim: 4057.83342248967639101
Day: 7, epoch 90251, LSU locked in contract: 11576649.22497, new validator rewards: 3782.915561250789273902, pool liqudity: 3481.185360859240110053
-- Withdrawing NFT: #873# with LSU: 15000 and XRD claim: 947.703205922417944418
-- Withdrawing NFT: #944# with LSU: 13500 and XRD claim: 826.035667417935481568
-- Withdrawing NFT: #456# with LSU: 150000 and XRD claim: 21720.065503857683089791
Day: 8, epoch 90539, LSU locked in contract: 11398149.22497, new validator rewards: 0, pool liqudity: -8632.862998374850493644
Day: 9, epoch 90827, LSU locked in contract: 11398149.22497, new validator rewards: 0, pool liqudity: -1051.871210682992885264
Day: 10, epoch 91115, LSU locked in contract: 11398149.22497, new validator rewards: 0, pool liqudity: 6646.326021848765565677
-- Withdrawing NFT: #464# with LSU: 10000 and XRD claim: 1471.262719154264768504
-- Withdrawing NFT: #502# with LSU: 740 and XRD claim: 100.287273686635947549
-- Withdrawing NFT: #1014# with LSU: 1000 and XRD claim: 56.361562009104432213
-- Withdrawing NFT: #686# with LSU: 1000 and XRD claim: 70.770624567150523192
-- Withdrawing NFT: #443# with LSU: 6326 and XRD claim: 871.818327548437004016
-- Withdrawing NFT: #929# with LSU: 50000 and XRD claim: 3176.33554407766741557
-- Withdrawing NFT: #545# with LSU: 2200 and XRD claim: 231.547051274054626042
-- Withdrawing NFT: #737# with LSU: 9400 and XRD claim: 651.350577767892704008
-- Withdrawing NFT: #1218# with LSU: 4550 and XRD claim: 235.300308658322533954
Day: 11, epoch 91403, LSU locked in contract: 11312933.22497, new validator rewards: 0, pool liqudity: 7753.12678463461046198
-- Withdrawing NFT: #1233# with LSU: 28000 and XRD claim: 1458.194397317639202116
-- Withdrawing NFT: #659# with LSU: 2000 and XRD claim: 144.965879698197321965
-- Withdrawing NFT: #583# with LSU: 3600 and XRD claim: 275.051952134500663283
-- Withdrawing NFT: #462# with LSU: 15000 and XRD claim: 2217.528923316669210202
-- Withdrawing NFT: #674# with LSU: 4112 and XRD claim: 297.716901663721757161
-- Withdrawing NFT: #908# with LSU: 7300 and XRD claim: 468.889048233257134155
-- Withdrawing NFT: #311# with LSU: 3000 and XRD claim: 416.444117501365268955
-- Withdrawing NFT: #720# with LSU: 950.31515 and XRD claim: 67.62254381860478784
-- Withdrawing NFT: #102# with LSU: 7845 and XRD claim: 1264.711691943761837803
-- Withdrawing NFT: #844# with LSU: 2000 and XRD claim: 132.447525964653818342
-- Withdrawing NFT: #616# with LSU: 4850 and XRD claim: 364.109873857119408931
-- Withdrawing NFT: #140# with LSU: 25000 and XRD claim: 4029.263959988047164464
Day: 12, epoch 91691, LSU locked in contract: 11209275.90982, new validator rewards: 0, pool liqudity: 4609.887462216034767309
-- Withdrawing NFT: #212# with LSU: 1100 and XRD claim: 178.022540918636775582
-- Withdrawing NFT: #56# with LSU: 100800 and XRD claim: 16322.244229758204584494
Day: 13, epoch 91979, LSU locked in contract: 11107375.90982, new validator rewards: 0, pool liqudity: -3870.461285222548364138
Day: 14, epoch 92267, LSU locked in contract: 11107375.90982, new validator rewards: 0, pool liqudity: 4161.945522710967339616
-- Withdrawing NFT: #1110# with LSU: 2000 and XRD claim: 113.806709950150860587
-- Withdrawing NFT: #69# with LSU: 5000 and XRD claim: 816.861023825657663902
-- Withdrawing NFT: #1226# with LSU: 1150 and XRD claim: 62.372204606668248089
-- Withdrawing NFT: #540# with LSU: 250000 and XRD claim: 27027.91339599509342492
Day: 15, epoch 92555, LSU locked in contract: 10849225.90982, new validator rewards: 0, pool liqudity: -15829.83140117591083731
Day: 16, epoch 92843, LSU locked in contract: 10849225.90982, new validator rewards: 0, pool liqudity: -7823.30701284588845679
Day: 17, epoch 93131, LSU locked in contract: 10849225.90982, new validator rewards: 0, pool liqudity: 138.370174452064695636
-- Withdrawing NFT: #1012# with LSU: 1488.73708 and XRD claim: 90.645943832996188686
-- Withdrawing NFT: #470# with LSU: 1450 and XRD claim: 220.657537070295829462
Day: 18, epoch 93419, LSU locked in contract: 10846287.17274, new validator rewards: 0, pool liqudity: 7751.885015344793905633
-- Withdrawing NFT: #904# with LSU: 1000 and XRD claim: 69.332250536165233932
-- Withdrawing NFT: #620# with LSU: 21435 and XRD claim: 1685.261155779875439273
-- Withdrawing NFT: #1032# with LSU: 8500 and XRD claim: 518.364496205874971532
-- Withdrawing NFT: #976# with LSU: 2500 and XRD claim: 163.005991978015877947
-- Withdrawing NFT: #126# with LSU: 3200 and XRD claim: 532.116856798676570069
-- Withdrawing NFT: #335# with LSU: 501 and XRD claim: 72.031986898026274653
-- Withdrawing NFT: #455# with LSU: 2500 and XRD claim: 382.374433413041507063
-- Withdrawing NFT: #1045# with LSU: 20000 and XRD claim: 1211.369558062537687212
-- Withdrawing NFT: #1089# with LSU: 50000 and XRD claim: 2992.295035786614884512
-- Withdrawing NFT: #825# with LSU: 90979.74882 and XRD claim: 6489.097563321390097236
Day: 19, epoch 93707, LSU locked in contract: 10645671.42392, new validator rewards: 0, pool liqudity: 1485.02203990038774695
-- Withdrawing NFT: #543# with LSU: 1000 and XRD claim: 111.791436652448947233
-- Withdrawing NFT: #89# with LSU: 520 and XRD claim: 86.86703367347168124
-- Withdrawing NFT: #446# with LSU: 501 and XRD claim: 77.009293172329436757
-- Withdrawing NFT: #381# with LSU: 141192 and XRD claim: 20397.953344341457916453
Day: 20, epoch 93995, LSU locked in contract: 10502458.42392, new validator rewards: 0, pool liqudity: -11348.258724311667352252
Day: 21, epoch 94283, LSU locked in contract: 10502458.42392, new validator rewards: 0, pool liqudity: -3539.203887383916695303
Day: 22, epoch 94571, LSU locked in contract: 10502458.42392, new validator rewards: 0, pool liqudity: 4256.410509718566296079
-- Withdrawing NFT: #1008# with LSU: 180000 and XRD claim: 12000.725784397895185152
Day: 23, epoch 94859, LSU locked in contract: 10322458.42392, new validator rewards: 0, pool liqudity: -49.395313197105171895
Day: 24, epoch 95147, LSU locked in contract: 10322458.42392, new validator rewards: 0, pool liqudity: 7504.517015511647600971
-- Withdrawing NFT: #1151# with LSU: 10000 and XRD claim: 633.537770716002828144
-- Withdrawing NFT: #1189# with LSU: 5000 and XRD claim: 312.664432872602372939
-- Withdrawing NFT: #282# with LSU: 10000 and XRD claim: 1483.920459926430333144
-- Withdrawing NFT: #602# with LSU: 501 and XRD claim: 43.041451610904543979
-- Withdrawing NFT: #181# with LSU: 3500 and XRD claim: 597.430219730879096635
-- Withdrawing NFT: #141# with LSU: 200000 and XRD claim: 34143.650659598959928195
Day: 25, epoch 95435, LSU locked in contract: 10093457.42392, new validator rewards: 0, pool liqudity: -22167.630135119204671439
Day: 26, epoch 95723, LSU locked in contract: 10093457.42392, new validator rewards: 0, pool liqudity: -14615.81177226117454521
Day: 27, epoch 96011, LSU locked in contract: 10093457.42392, new validator rewards: 0, pool liqudity: -7076.3961164271500229
Day: 28, epoch 96299, LSU locked in contract: 10093457.42392, new validator rewards: 0, pool liqudity: 466.413382677732539737
-- Withdrawing NFT: #95# with LSU: 6306.91 and XRD claim: 1095.833463070125337772
Day: 29, epoch 96587, LSU locked in contract: 10087150.51392, new validator rewards: 0, pool liqudity: 6906.451817764556648764
-- Withdrawing NFT: #1070# with LSU: 1490 and XRD claim: 101.721788865115280869
-- Withdrawing NFT: #562# with LSU: 10000 and XRD claim: 1029.41030664327578115
-- Withdrawing NFT: #937# with LSU: 6500 and XRD claim: 503.681255617518650854
-- Withdrawing NFT: #1234# with LSU: 10000 and XRD claim: 651.470595178139645064
-- Withdrawing NFT: #914# with LSU: 10000 and XRD claim: 775.15821168101828786
-- Withdrawing NFT: #772# with LSU: 10000 and XRD claim: 822.551591740254110215
-- Withdrawing NFT: #808# with LSU: 505 and XRD claim: 40.160261080754062597
-- Withdrawing NFT: #899# with LSU: 1600 and XRD claim: 124.025313868962680116
-- Withdrawing NFT: #704# with LSU: 10000 and XRD claim: 856.53578352908365153
-- Withdrawing NFT: #325# with LSU: 300000 and XRD claim: 45628.012259156189714776
Day: 30, epoch 96875, LSU locked in contract: 9727055.51392, new validator rewards: 0, pool liqudity: -36103.30689423652832827
Day: 31, epoch 97163, LSU locked in contract: 9727055.51392, new validator rewards: 0, pool liqudity: -28594.55847870642818628
Day: 32, epoch 97451, LSU locked in contract: 9727055.51392, new validator rewards: 0, pool liqudity: -21095.648811297586334538
Day: 33, epoch 97739, LSU locked in contract: 9727055.51392, new validator rewards: 0, pool liqudity: -13580.837529795087491304
Day: 34, epoch 98027, LSU locked in contract: 9727055.51392, new validator rewards: 0, pool liqudity: -6066.578358696697451921
Day: 35, epoch 98315, LSU locked in contract: 9727055.51392, new validator rewards: 0, pool liqudity: 9440.642462486375182551
-- Withdrawing NFT: #561# with LSU: 20000 and XRD claim: 2177.658997811675730268
-- Withdrawing NFT: #866# with LSU: 3000 and XRD claim: 254.891421174534104134
-- Withdrawing NFT: #1071# with LSU: 49000 and XRD claim: 3607.999319542657365626
-- Withdrawing NFT: #319# with LSU: 600 and XRD claim: 94.532849945783394743
-- Withdrawing NFT: #558# with LSU: 10000 and XRD claim: 1184.038832685107922088
-- Withdrawing NFT: #1142# with LSU: 12703 and XRD claim: 921.42016226072100909
-- Withdrawing NFT: #343# with LSU: 993.85565 and XRD claim: 156.448369590068594161
-- Withdrawing NFT: #687# with LSU: 5421.75242 and XRD claim: 493.970456414022459114
-- Withdrawing NFT: #299# with LSU: 1000 and XRD claim: 157.566628702766266561
-- Withdrawing NFT: #681# with LSU: 5002.92419 and XRD claim: 455.976588190921801315
Day: 36, epoch 98603, LSU locked in contract: 9619333.98166, new validator rewards: 8000, pool liqudity: 7936.138836168116455456
-- Withdrawing NFT: #229# with LSU: 700 and XRD claim: 110.968107957185246238
-- Withdrawing NFT: #252# with LSU: 1846 and XRD claim: 292.557050995862825129
-- Withdrawing NFT: #925# with LSU: 50000 and XRD claim: 4190.153947784904493762
-- Withdrawing NFT: #1204# with LSU: 2000 and XRD claim: 144.538674729234259391
-- Withdrawing NFT: #278# with LSU: 100000 and XRD claim: 15841.605357955904566212
Day: 37, epoch 98891, LSU locked in contract: 9464787.98166, new validator rewards: 8000, pool liqudity: -4643.684303254974951278
Day: 38, epoch 99179, LSU locked in contract: 9464787.98166, new validator rewards: 8000, pool liqudity: 3356.315696745025048722
-- Withdrawing NFT: #820# with LSU: 507 and XRD claim: 44.302518089953984162
-- Withdrawing NFT: #11# with LSU: 1518 and XRD claim: 277.024113763988406872
-- Withdrawing NFT: #1029# with LSU: 510 and XRD claim: 39.591641497625264057
-- Withdrawing NFT: #928# with LSU: 50000 and XRD claim: 4274.677764013029914927
Day: 39, epoch 99467, LSU locked in contract: 9412252.98166, new validator rewards: 8000, pool liqudity: 6720.719659380427462696
-- Withdrawing NFT: #1037# with LSU: 575 and XRD claim: 44.847308440029390923
-- Withdrawing NFT: #201# with LSU: 1000 and XRD claim: 183.237675015337955076
-- Withdrawing NFT: #459# with LSU: 600 and XRD claim: 101.973672396829676813
-- Withdrawing NFT: #575# with LSU: 17450 and XRD claim: 1719.09468542578821564
-- Withdrawing NFT: #146# with LSU: 2120 and XRD claim: 388.559309402431565603
-- Withdrawing NFT: #219# with LSU: 10000 and XRD claim: 1832.26889477590135813
-- Withdrawing NFT: #84# with LSU: 3500 and XRD claim: 641.641039041676718323
-- Withdrawing NFT: #953# with LSU: 20000 and XRD claim: 1726.870223702840944975
-- Withdrawing NFT: #353# with LSU: 501 and XRD claim: 80.539467044113629629
-- Withdrawing NFT: #1055# with LSU: 50000 and XRD claim: 3878.986927605169476934
Day: 40, epoch 99755, LSU locked in contract: 9306506.98166, new validator rewards: 8000, pool liqudity: 4122.700456530308518601
-- Withdrawing NFT: #932# with LSU: 82500 and XRD claim: 7083.802900197245709054
Day: 41, epoch 100043, LSU locked in contract: 9224006.98166, new validator rewards: 8000, pool liqudity: 5038.897556333062801469
-- Withdrawing NFT: #183# with LSU: 700 and XRD claim: 129.475213455521418194
-- Withdrawing NFT: #781# with LSU: 510 and XRD claim: 45.926779982133451517
-- Withdrawing NFT: #682# with LSU: 1000 and XRD claim: 96.241020599199399127
-- Withdrawing NFT: #924# with LSU: 5000 and XRD claim: 440.35213410274578767
-- Withdrawing NFT: #930# with LSU: 50000 and XRD claim: 4403.521341027460544966
Day: 42, epoch 100331, LSU locked in contract: 9166796.98166, new validator rewards: 8000, pool liqudity: 7923.381067166002191991
-- Withdrawing NFT: #1003# with LSU: 10000 and XRD claim: 826.924561121971017209
-- Withdrawing NFT: #471# with LSU: 2500 and XRD claim: 407.9329471850905883
-- Withdrawing NFT: #118# with LSU: 1200 and XRD claim: 223.108894077631478163
-- Withdrawing NFT: #753# with LSU: 10500.5813 and XRD claim: 1006.68846690055845554
-- Withdrawing NFT: #342# with LSU: 10050 and XRD claim: 1642.042437225686512327
-- Withdrawing NFT: #83# with LSU: 1010 and XRD claim: 187.784898072788553357
-- Withdrawing NFT: #500# with LSU: 1000 and XRD claim: 170.152529230150099388
-- Withdrawing NFT: #1010# with LSU: 20000 and XRD claim: 1644.023019642565284308
-- Withdrawing NFT: #241# with LSU: 600 and XRD claim: 98.199558744702288662
-- Withdrawing NFT: #1040# with LSU: 15000 and XRD claim: 1202.69053580347848599
-- Withdrawing NFT: #199# with LSU: 2000 and XRD claim: 371.674611033599957376
-- Withdrawing NFT: #827# with LSU: 21000 and XRD claim: 1909.646092171056208451
Day: 43, epoch 100619, LSU locked in contract: 9071936.40036, new validator rewards: 8000, pool liqudity: 6232.51251595672325088
-- Withdrawing NFT: #280# with LSU: 2000 and XRD claim: 328.875913415623353659
-- Withdrawing NFT: #520# with LSU: 2710 and XRD claim: 413.741725657323103846
-- Withdrawing NFT: #9# with LSU: 1000 and XRD claim: 186.866878486671538772
-- Withdrawing NFT: #696# with LSU: 700 and XRD claim: 68.341142816107700547
-- Withdrawing NFT: #19# with LSU: 1500 and XRD claim: 280.211694278116719455
-- Withdrawing NFT: #151# with LSU: 2500 and XRD claim: 466.850648024264067476
-- Withdrawing NFT: #707# with LSU: 150000 and XRD claim: 14694.410890313614434083
Day: 44, epoch 100907, LSU locked in contract: 8911526.40036, new validator rewards: 8000, pool liqudity: -2206.786377034997674971
Day: 45, epoch 101195, LSU locked in contract: 8911526.40036, new validator rewards: 8000, pool liqudity: 5793.213622965002325029
-- Withdrawing NFT: #952# with LSU: 4250 and XRD claim: 389.386740938683207153
-- Withdrawing NFT: #974# with LSU: 15000 and XRD claim: 1312.358338315083746428
-- Withdrawing NFT: #189# with LSU: 1500 and XRD claim: 282.771860194241134042
-- Withdrawing NFT: #621# with LSU: 180000 and XRD claim: 18163.816761477573116032
Day: 46, epoch 101483, LSU locked in contract: 8710776.40036, new validator rewards: 8000, pool liqudity: -6355.120077960578886646
Day: 47, epoch 101771, LSU locked in contract: 8710776.40036, new validator rewards: 8000, pool liqudity: 1644.879922039421113354
-- Withdrawing NFT: #29# with LSU: 550 and XRD claim: 104.742015952378101435
-- Withdrawing NFT: #528# with LSU: 1050 and XRD claim: 162.86699119289813938
-- Withdrawing NFT: #557# with LSU: 1000 and XRD claim: 130.482774012881043957
-- Withdrawing NFT: #706# with LSU: 5000 and XRD claim: 507.974860438352965643
-- Withdrawing NFT: #330# with LSU: 15000 and XRD claim: 2852.045992203415366521
Day: 48, epoch 102059, LSU locked in contract: 8688176.40036, new validator rewards: 8000, pool liqudity: 5886.767288239495480352
-- Withdrawing NFT: #598# with LSU: 52050 and XRD claim: 5545.921184550841294772
-- Withdrawing NFT: #641# with LSU: 12000 and XRD claim: 1231.928153146578921046
Day: 49, epoch 102347, LSU locked in contract: 8624126.40036, new validator rewards: 8000, pool liqudity: 7108.917950542075256531
-- Withdrawing NFT: #1198# with LSU: 30000 and XRD claim: 2512.351008750177454095
-- Withdrawing NFT: #817# with LSU: 501 and XRD claim: 48.746309633706811061
-- Withdrawing NFT: #1066# with LSU: 1200 and XRD claim: 103.271366996766976293
-- Withdrawing NFT: #994# with LSU: 502 and XRD claim: 45.86266645730155122
-- Withdrawing NFT: #880# with LSU: 5000 and XRD claim: 478.980408495535469575
-- Withdrawing NFT: #716# with LSU: 1200 and XRD claim: 122.267260241371204977
-- Withdrawing NFT: #959# with LSU: 5000 and XRD claim: 465.43281011618728512
-- Withdrawing NFT: #708# with LSU: 501 and XRD claim: 51.825140340773945701
-- Withdrawing NFT: #734# with LSU: 600 and XRD claim: 61.133630120685507602
-- Withdrawing NFT: #220# with LSU: 49174 and XRD claim: 9450.702623678972368579
Day: 50, epoch 102635, LSU locked in contract: 8530448.40036, new validator rewards: 8000, pool liqudity: 1768.344725710596670142
-- Withdrawing NFT: #986# with LSU: 1000 and XRD claim: 91.561966575748742411
-- Withdrawing NFT: #123# with LSU: 15000 and XRD claim: 2898.346882114376504396
Day: 51, epoch 102923, LSU locked in contract: 8514448.40036, new validator rewards: 8000, pool liqudity: 6778.435877020471411287
-- Withdrawing NFT: #567# with LSU: 4000 and XRD claim: 465.641851327097765683
-- Withdrawing NFT: #1137# with LSU: 15000 and XRD claim: 1301.208702912428391018
-- Withdrawing NFT: #251# with LSU: 13300 and XRD claim: 2285.758795809339065744
-- Withdrawing NFT: #1131# with LSU: 502 and XRD claim: 43.67579848881989203
-- Withdrawing NFT: #99# with LSU: 2240 and XRD claim: 434.930794136077993591
-- Withdrawing NFT: #1056# with LSU: 50000 and XRD claim: 4420.963024690106862159
Day: 52, epoch 103211, LSU locked in contract: 8429406.40036, new validator rewards: 8000, pool liqudity: 5826.256909656601433055
-- Withdrawing NFT: #1102# with LSU: 501 and XRD claim: 44.411516657240643837
-- Withdrawing NFT: #108# with LSU: 10000 and XRD claim: 1951.131679462421037823
-- Withdrawing NFT: #945# with LSU: 20000 and XRD claim: 1962.641833025068397815
-- Withdrawing NFT: #472# with LSU: 2000 and XRD claim: 363.416201829182461047
-- Withdrawing NFT: #149# with LSU: 755 and XRD claim: 147.260763426640845065
-- Withdrawing NFT: #631# with LSU: 5000 and XRD claim: 540.630261361909129992
-- Withdrawing NFT: #791# with LSU: 41000 and XRD claim: 4175.470830502576243344
Day: 53, epoch 103499, LSU locked in contract: 8350150.40036, new validator rewards: 8000, pool liqudity: 4641.293823391562662097
-- Withdrawing NFT: #289# with LSU: 600 and XRD claim: 104.221845340713830498
-- Withdrawing NFT: #744# with LSU: 5000 and XRD claim: 530.084005460784317346
-- Withdrawing NFT: #136# with LSU: 6000 and XRD claim: 1176.252043135483930312
-- Withdrawing NFT: #1217# with LSU: 20000 and XRD claim: 1745.556017932031416314
-- Withdrawing NFT: #1136# with LSU: 5000 and XRD claim: 443.170322340442427439
-- Withdrawing NFT: #356# with LSU: 3800 and XRD claim: 659.314849615225877064
Day: 54, epoch 103787, LSU locked in contract: 8309750.40036, new validator rewards: 8000, pool liqudity: 7982.694739566880855109
-- Withdrawing NFT: #494# with LSU: 89000 and XRD claim: 16328.594640380749995015
Day: 55, epoch 104075, LSU locked in contract: 8220750.40036, new validator rewards: 8000, pool liqudity: -345.899900813869147909
Day: 56, epoch 104363, LSU locked in contract: 8220750.40036, new validator rewards: 8000, pool liqudity: 7654.100099186130852091
-- Withdrawing NFT: #154# with LSU: 50000 and XRD claim: 9945.722707983974966117
Day: 57, epoch 104651, LSU locked in contract: 8170750.40036, new validator rewards: 8000, pool liqudity: 5708.377391202155861665
-- Withdrawing NFT: #1197# with LSU: 2000 and XRD claim: 182.874647948229848602
-- Withdrawing NFT: #390# with LSU: 5000 and XRD claim: 997.143048636278711865
-- Withdrawing NFT: #1038# with LSU: 15000 and XRD claim: 1411.597049485202544912
-- Withdrawing NFT: #717# with LSU: 10000 and XRD claim: 1095.620260970629612639
-- Withdrawing NFT: #712# with LSU: 600 and XRD claim: 66.669621873808327863
-- Withdrawing NFT: #64# with LSU: 40000 and XRD claim: 7998.431825128439627235
Day: 58, epoch 104939, LSU locked in contract: 8098150.40036, new validator rewards: 8000, pool liqudity: 1956.04093715956718044
-- Withdrawing NFT: #263# with LSU: 290600.82662 and XRD claim: 51897.0450429194808347
Day: 59, epoch 105227, LSU locked in contract: 7807549.57374, new validator rewards: 8000, pool liqudity: -41941.004105759913666261
Day: 60, epoch 105515, LSU locked in contract: 7807549.57374, new validator rewards: 8000, pool liqudity: -33941.004105759913666261
Day: 61, epoch 105803, LSU locked in contract: 7807549.57374, new validator rewards: 8000, pool liqudity: -25941.004105759913666261
Day: 62, epoch 106091, LSU locked in contract: 7807549.57374, new validator rewards: 8000, pool liqudity: -17941.004105759913666261
Day: 63, epoch 106379, LSU locked in contract: 7807549.57374, new validator rewards: 8000, pool liqudity: -9941.004105759913666261
Day: 64, epoch 106667, LSU locked in contract: 7807549.57374, new validator rewards: 8000, pool liqudity: -1941.004105759913666261
Day: 65, epoch 106955, LSU locked in contract: 7807549.57374, new validator rewards: 8000, pool liqudity: 6058.995894240086333739
-- Withdrawing NFT: #1111# with LSU: 40000 and XRD claim: 4066.094170638399754494
-- Withdrawing NFT: #1227# with LSU: 2500 and XRD claim: 247.464247372142107588
-- Withdrawing NFT: #210# with LSU: 2500 and XRD claim: 520.082169791473394719
-- Withdrawing NFT: #607# with LSU: 5000 and XRD claim: 616.334071132394703538
-- Withdrawing NFT: #574# with LSU: 252500 and XRD claim: 31135.938532494956659354
Day: 66, epoch 107243, LSU locked in contract: 7505049.57374, new validator rewards: 8000, pool liqudity: -22526.917297189280398029
Day: 67, epoch 107531, LSU locked in contract: 7505049.57374, new validator rewards: 8000, pool liqudity: -14526.917297189280398029
Day: 68, epoch 107819, LSU locked in contract: 7505049.57374, new validator rewards: 8000, pool liqudity: -6526.917297189280398029
Day: 69, epoch 108107, LSU locked in contract: 7505049.57374, new validator rewards: 8000, pool liqudity: 1473.082702810719601971
-- Withdrawing NFT: #39# with LSU: 14000 and XRD claim: 2973.394397972741536175
Day: 70, epoch 108395, LSU locked in contract: 7491049.57374, new validator rewards: 8000, pool liqudity: 6499.688304837978033677
-- Withdrawing NFT: #148# with LSU: 550 and XRD claim: 117.362145066277850344
-- Withdrawing NFT: #816# with LSU: 512 and XRD claim: 60.652967776556230049
-- Withdrawing NFT: #733# with LSU: 12000 and XRD claim: 1476.650256025091986392
-- Withdrawing NFT: #389# with LSU: 4000 and XRD claim: 763.481996974361052275
-- Withdrawing NFT: #1224# with LSU: 3500 and XRD claim: 365.111079484848943074
-- Withdrawing NFT: #1057# with LSU: 50000 and XRD claim: 5385.333427176532804807
Day: 71, epoch 108683, LSU locked in contract: 7420487.57374, new validator rewards: 8000, pool liqudity: 6331.096432334309154733
-- Withdrawing NFT: #1042# with LSU: 5000 and XRD claim: 543.923824084612510294
-- Withdrawing NFT: #478# with LSU: 23450 and XRD claim: 4716.143875130863129271
-- Withdrawing NFT: #475# with LSU: 508 and XRD claim: 102.171269730355720797
-- Withdrawing NFT: #797# with LSU: 10000 and XRD claim: 1205.220770044946418369
Day: 72, epoch 108971, LSU locked in contract: 7381529.57374, new validator rewards: 8000, pool liqudity: 7763.636693343531363999
-- Withdrawing NFT: #946# with LSU: 10000 and XRD claim: 1186.32323665281690353
-- Withdrawing NFT: #1059# with LSU: 1390 and XRD claim: 152.567114959594509328
-- Withdrawing NFT: #750# with LSU: 907.3044 and XRD claim: 113.920202792632645837
-- Withdrawing NFT: #61# with LSU: 2500 and XRD claim: 539.037100054878075326
-- Withdrawing NFT: #515# with LSU: 735 and XRD claim: 134.999326843440538912
-- Withdrawing NFT: #524# with LSU: 600 and XRD claim: 108.831797791148354472
-- Withdrawing NFT: #973# with LSU: 10000 and XRD claim: 1155.574044126576405747
-- Withdrawing NFT: #1163# with LSU: 4240 and XRD claim: 457.735309454175275131
